"DOI","openalex_id","Year","Authors","Title","Journal","Open Access"
"10.1016/j.brat.2019.103416","https://openalex.org/W2948681770",2019,"Eva A.M. van Dis; Muriel A. Hagenaars; Claudi L H Bockting; Iris M. Engelhard","Reducing negative stimulus valence does not attenuate the return of fear: Two counterconditioning experiments","Behaviour Research and Therapy",FALSE
"10.1016/j.janxdis.2019.02.005","https://openalex.org/W2920317694",2019,"Daniel A. Geller; Joseph F. McGuire; Scott P. Orr; Brent J. Small; Tanya K. Murphy; Kathleen Trainor; Rachel Porth; Sabine Wilhelm; Eric A. Storch","Fear extinction learning as a predictor of response to cognitive behavioral therapy for pediatric obsessive compulsive disorder","Journal of Anxiety Disorders",NA
"10.1017/s0141347300006583","https://openalex.org/W2168985324",1983,"William R. Miller","Motivational Interviewing with Problem Drinkers","Behavioural psychotherapy",FALSE
"10.3389/fpsyt.2018.00176","https://openalex.org/W2800864943",2018,"Marieke J. van Gelderen; Mirjam J. Nijdam; Eric Vermetten","An Innovative Framework for Delivering Psychotherapy to Patients With Treatment-Resistant Posttraumatic Stress Disorder: Rationale for Interactive Motion-Assisted Therapy","Frontiers in Psychiatry",TRUE
"10.1016/j.jbtep.2017.10.006","https://openalex.org/W2765853728",2018,"Reut Naim; Yogev Kivity; Yair Bar-Haim; Jonathan D. Huppert","Attention and interpretation bias modification treatment for social anxiety disorder: A randomized clinical trial of efficacy and synergy","Journal of Behavior Therapy and Experimental Psychiatry",FALSE
"10.5127/jep.052615","https://openalex.org/W2523301680",2017,"Tomislav D. Zbozinek; Michelle G. Craske","The Role of Positive Affect in Enhancing Extinction Learning and Exposure Therapy for Anxiety Disorders","Journal of Experimental Psychopathology",TRUE
"10.1080/02699931.2016.1142428","https://openalex.org/W2274199580",2017,"Tomislav D. Zbozinek; Michelle G. Craske","Positive affect predicts less reacquisition of fear: relevance for long-term outcomes of exposure therapy","Cognition & Emotion",FALSE
"10.1037/ccp0000059","https://openalex.org/W2364714396",2016,"Tara E. Galovski; Juliette M. Harik; Leah M. Blain; Lisa S. Elwood; Chelsea Gloth; Thomas D. Fletcher","Augmenting cognitive processing therapy to improve sleep impairment in PTSD: A randomized controlled trial.","Journal of Consulting and Clinical Psychology",TRUE
"10.1016/j.jaac.2013.09.016","https://openalex.org/W2169102626",2014,"Tomer Shechner; Adi Rimon-Chakir; Jennifer C. Britton; Danny Lotan; Alan Apter; Paul D. Bliese; Daniel S. Pine; Yair Bar-Haim","Attention Bias Modification Treatment Augmenting Effects on Cognitive Behavioral Therapy in Children With Anxiety: Randomized Controlled Trial","Journal of the American Academy of Child and Adolescent Psychiatry",FALSE
"10.1007/s10608-013-9580-x","https://openalex.org/W2019233088",2014,"Anu Asnaani; Mike Rinck; Eni S. Becker; Stefan G. Hofmann","The Effects of Approach–Avoidance Modification on Social Anxiety Disorder: A Pilot Study","Cognitive Therapy and Research",NA
"10.1037/a0016830","https://openalex.org/W1985386799",2009,"William R. Miller; Gary S. Rose","Toward a theory of motivational interviewing.","American Psychologist",TRUE
"10.1016/j.brat.2004.05.002","https://openalex.org/W1964499038",2004,"David M. Clark","Developing new treatments: on the interplay between theories, experimental science and clinical innovation","Behaviour Research and Therapy",FALSE
"10.1016/j.euroneuro.2017.10.036","https://openalex.org/W2788888419",2018,"Guy M. Goodwin; Emily A. Holmes; Erik Andersson; Michael Browning; Andrew Jones; Johanna Lass-Hennemann; Kristoffer N.T. Månsson; Carolin Moessnang; Reinout W. Wiers; Alvaro Sanchez; Linda van Zutphen; Renée M. Visser","From neuroscience to evidence based psychological treatments – The promise and the challenge, ECNP March 2016, Nice, France","European Neuropsychopharmacology",TRUE
"10.1037/ccp0000394","https://openalex.org/W2919297100",2019,"Alice E. Coyne; Michael J. Constantino; Henny A. Westra; Martin M. Antony","Interpersonal change as a mediator of the within- and between-patient alliance-outcome association in two treatments for generalized anxiety disorder.","Journal of Consulting and Clinical Psychology",FALSE
"10.1016/j.pscychresns.2017.01.005","https://openalex.org/W2577085700",2017,"Katherine S. Young; Lisa J. Burklund; Jared B. Torre; Darby E. Saxbe; Matthew D. Lieberman; Michelle G. Craske","Treatment for social anxiety disorder alters functional connectivity in emotion regulation neural circuitry","Psychiatry Research: Neuroimaging",NA
"10.1037/ccp0000180","https://openalex.org/W2589414076",2017,"Christal L. Badour; Julianne C. Flanagan; Daniel F. Gros; Therese K. Killeen; Irene Pericot-Valverde; Kristina J. Korte; Nicholas P. Allan; Sudie E. Back","Habituation of distress and craving during treatment as predictors of change in PTSD symptoms and substance use severity.","Journal of Consulting and Clinical Psychology",TRUE
"10.1016/j.psychres.2018.10.015","https://openalex.org/W2896820795",2018,"Edward F. Pace-Schott; Ryan Bottary; Se Yun Kim; Peter Rosencrans; Shilpa Vijayakumar; Scott P. Orr; Natasha B. Lasko; Elizabeth M. Goetter; Amanda W. Baker; Matt T. Bianchi; Karen Gannon; Susanne S. Hoeppner; Stefan G. Hofmann; Naomi M. Simon","Effects of post-exposure naps on exposure therapy for social anxiety","Psychiatry Research-neuroimaging",NA
"10.1037/ccp0000347","https://openalex.org/W2903184090",2018,"Robert D. Dvorak; Wendy Troop-Gordon; Brittany L. Stevenson; Matthew P. Kramer; Dexter D Wilborn; Angelina V Leary","A randomized control trial of a deviance regulation theory intervention to increase alcohol protective strategies.","Journal of Consulting and Clinical Psychology",FALSE
"10.1037/ccp0000312","https://openalex.org/W2888464380",2018,"Andrew Jones; Elly McGrath; Eric Robinson; Katrijn Houben; Chantal Nederkoorn; Matt Field","A randomized controlled trial of inhibitory control training for the reduction of alcohol consumption in problem drinkers.","Journal of Consulting and Clinical Psychology",TRUE
"10.1016/j.cpr.2016.03.008","https://openalex.org/W2317963197",2016,"Elizabeth T. Kneeland; John F. Dovidio; Jutta Joormann; Margaret S. Clark","Emotion malleability beliefs, emotion regulation, and psychopathology: Integrating affective and clinical science","Clinical Psychology Review",FALSE
"10.1037/ccp0000080","https://openalex.org/W2341719384",2016,"Aileen Echiverri-Cohen; Lori A. Zoellner; Robert Gallop; Norah C. Feeny; Jeffrey Jaeger; Michele Bedard-Gilligan","Changes in temporal attention inhibition following prolonged exposure and sertraline in the treatment of PTSD.","Journal of Consulting and Clinical Psychology",TRUE
"10.1016/j.brat.2015.12.001","https://openalex.org/W2194064755",2016,"Jennifer L. Villatte; Roger Vilardaga; Matthieu Villatte; Jennifer C. Plumb Vilardaga; David C. Atkins; Steven C. Hayes","Acceptance and Commitment Therapy modules: Differential impact on treatment processes and outcomes","Behaviour Research and Therapy",NA
"10.1016/j.biopsych.2015.04.006","https://openalex.org/W757761718",2015,"Marieke Soeter; Merel Kindt","An Abrupt Transformation of Phobic Behavior After a Post-Retrieval Amnesic Agent","Biological Psychiatry",FALSE
"10.1016/j.janxdis.2015.06.005","https://openalex.org/W2107959372",2015,"Rianne A. de Kleine; Jasper A. J. Smits; Gert-Jan Hendriks; Eni S. Becker; Agnes van Minnen","Extinction learning as a moderator of d-cycloserine efficacy for enhancing exposure therapy in posttraumatic stress disorder","Journal of Anxiety Disorders",FALSE
"10.1016/j.brat.2015.05.016","https://openalex.org/W2201124916",2015,"Tomislav D. Zbozinek; Emily A. Holmes; Michelle G. Craske","The effect of positive mood induction on reducing reinstatement fear: Relevance for long term outcomes of exposure therapy","Behaviour Research and Therapy",TRUE
"10.1037/ccp0000674","https://openalex.org/W3203605467",2021,"Yogev Kivity; Kenneth N. Levy; Kristen M. Kelly; John F. Clarkin","In-session reflective functioning in psychotherapies for borderline personality disorder: The emotion regulatory role of reflective functioning.","Journal of Consulting and Clinical Psychology",TRUE
"10.1002/da.22344","https://openalex.org/W3111406481",2015,"Marian Linetzky; Lee Pergamin-Hight; Daniel S. Pine; Yair Bar-Haim","QUANTITATIVE EVALUATION OF THE CLINICAL EFFICACY OF ATTENTION BIAS MODIFICATION TREATMENT FOR ANXIETY DISORDERS","Depression and Anxiety",FALSE
"10.1037/a0038719","https://openalex.org/W2012067430",2015,"Denise A. Hien; Frances R. Levin; Lesia M. Ruglass; Teresa Lopez-Castro; Santiago Papini; Mei-Chen Hu; Lisa R. Cohen; Abigail J. Herron","Combining seeking safety with sertraline for PTSD and alcohol use disorders: A randomized controlled trial.","Journal of Consulting and Clinical Psychology",TRUE
"10.1016/j.jpain.2014.02.009","https://openalex.org/W2119725640",2014,"Ann Meulders; Michel Meulders; Johan W.S. Vlaeyen","Positive Affect Protects Against Deficient Safety Learning During Extinction of Fear of Movement-Related Pain in Healthy Individuals Scoring Relatively High on Trait Anxiety","The Journal of Pain",FALSE
"10.1089/cap.2013.0106","https://openalex.org/W2081284611",2014,"Michael S. Scheeringa; Carl F. Weems","Randomized Placebo-Controlled D-Cycloserine with Cognitive Behavior Therapy for Pediatric Posttraumatic Stress","Journal of Child and Adolescent Psychopharmacology",TRUE
"10.3389/fpsyg.2013.00298","https://openalex.org/W2139875177",2013,"Inna Arnaudova; Angelos-Miltiadis Krypotos; M Effting; Yannick Boddez; Merel Kindt; Tom Beckers","Individual Differences in Discriminatory Fear Learning under Conditions of Ambiguity: A Vulnerability Factor for Anxiety Disorders?","Frontiers in Psychology",TRUE
"10.1016/j.jpsychires.2012.09.024","https://openalex.org/W2049480064",2013,"Candyce D. Tart; Pamela Handelsman; Lindsey B. DeBoer; David Rosenfield; Mark H. Pollack; Stefan G. Hofmann; Mark B. Powers; Michael Otto; Jasper A. J. Smits","Augmentation of exposure therapy with post-session administration of d-cycloserine","Journal of Psychiatric Research",NA
"10.1016/j.jpain.2005.10.011","https://openalex.org/W2118452111",2006,"Rob J. E. M. Smeets; Johan W.S. Vlaeyen; Arnold D. M. Kester; J. André Knottnerus","Reduction of Pain Catastrophizing Mediates the Outcome of Both Physical and Cognitive-Behavioral Treatment in Chronic Low Back Pain","The Journal of Pain",FALSE
"10.1002/cpp.388","https://openalex.org/W4292165767",2004,"L.S. Greenberg","Emotion–focused therapy","Clinical Psychology & Psychotherapy",FALSE
"10.1098/rstb.2017.0033","https://openalex.org/W2785097272",2018,"Merel Kindt","The surprising subtleties of changing fear memory: a challenge for translational science","Philosophical Transactions of the Royal Society B",TRUE
"10.5127/pr.045115","https://openalex.org/W2470231342",2017,"Marcel A. van den Hout; Iris M. Engelhard; Richard J. McNally","Thoughts on Experimental Psychopathology","Psychopathology review",FALSE
"10.5127/pr.038015","https://openalex.org/W2325496824",2017,"Allison M. Waters; Richard T. LeBeau; Michelle G. Craske","Experimental Psychopathology and Clinical Psychology: An Integrative Model to Guide Clinical Science and Practice","Psychopathology review",TRUE
"10.1016/s0962-1849(01)80002-0","https://openalex.org/W2090726012",2001,"John P. Forsyth; Michael J. Zvolensky","Experimental psychopathology, clinical science, and practice: An irrelevant or indispensable alliance?","Applied & Preventive Psychology",FALSE
"10.1098/rstb.2017.0022","https://openalex.org/W2787057745",2018,"Amy L. Milton; Emily A. Holmes","Of mice and mental health: facilitating dialogue and seeing further","Philosophical Transactions of the Royal Society B",TRUE
"10.1177/2167702619858071","https://openalex.org/W2946463233",2019,"Simon E. Blackwell; Marcella L. Woud; Jürgen Margraf; Felix D. Schönbrodt","Introducing the Leapfrog Design: A Simple Bayesian Adaptive Rolling Trial Design for Accelerated Treatment Development and Optimization","Clinical psychological science",NA
"10.1037/ccp0000273","https://openalex.org/W2790174943",2018,"Hugo Hesser; Erik Hedman; Erik Andersson; Perjohan Lindfors; Brjánn Ljótsson","How does exposure therapy work? A comparison between generic and gastrointestinal anxiety–specific mediators in a dismantling study of exposure therapy for irritable bowel syndrome.","Journal of Consulting and Clinical Psychology",FALSE
"10.1016/j.jaac.2021.05.022","https://openalex.org/W3175530207",2022,"Simone P. Haller; Joel Stoddard; Christian Botz-Zapp; Michal Clayton; Caroline MacGillivray; Gretchen Perhamus; Kelsey Stiles; Katharina Kircanski; Ian S. Penton-Voak; Yair Bar-Haim; Marcus R. Munafò; Kenneth E. Towbin; Melissa A. Brotman","A Randomized Controlled Trial of Computerized Interpretation Bias Training for Disruptive Mood Dysregulation Disorder: A Fast-Fail Study","Journal of the American Academy of Child and Adolescent Psychiatry",TRUE
"10.1038/npp.2017.119","https://openalex.org/W2623688519",2017,"Friederike Preusser; Jürgen Margraf","Generalization of Extinguished Fear to Untreated Fear Stimuli after Exposure","Neuropsychopharmacology",TRUE
"10.1176/appi.ajp.2016.16080894","https://openalex.org/W2574584648",2017,"Amit Lazarov; Daniel S. Pine; Yair Bar-Haim","Gaze-Contingent Music Reward Therapy for Social Anxiety Disorder: A Randomized Controlled Trial","American Journal of Psychiatry",TRUE
"10.1016/j.brat.2017.07.001","https://openalex.org/W2728730040",2017,"Elizabeth Woodward; Ann Hackmann; Jennifer Wild; Nick Grey; David M. Clark; Anke Ehlers","Effects of psychotherapies for posttraumatic stress disorder on sleep disturbances: Results from a randomized clinical trial","Behaviour Research and Therapy",TRUE
"10.1016/j.brat.2017.06.005","https://openalex.org/W2625315044",2017,"Anna E. Kunze; Arnoud Arntz; Nexhmedin Morina; Merel Kindt; Jaap Lancee","Efficacy of imagery rescripting and imaginal exposure for nightmares: A randomized wait-list controlled trial","Behaviour Research and Therapy",NA
"10.1016/j.brat.2005.06.006","https://openalex.org/W2133963272",2006,"Stephen C. Hayes; Jason B. Luoma; Frank W. Bond; Akihiko Masuda; Jason Lillis","Acceptance and Commitment Therapy: Model, processes and outcomes","Behaviour Research and Therapy",TRUE
"10.1080/02699931.2014.930421","https://openalex.org/W2150929306",2015,"Tomislav D. Zbozinek; Dirk Hermans; Jason M. Prenoveau; Betty Liao; Michelle G. Craske","Post-extinction conditional stimulus valence predicts reinstatement fear: Relevance for long-term outcomes of exposure therapy","Cognition & Emotion",TRUE
"10.1177/2470547020905787","https://openalex.org/W3006486474",2020,"Megan E. Renna; David M. Fresco; Douglas S. Mennin","Emotion Regulation Therapy and Its Potential Role in the Treatment of Chronic Stress-Related Pathology Across Disorders","Chronic stress",TRUE
"10.1002/da.22264","https://openalex.org/W1613418177",2014,"Jutta Joormann; Meghan E. Quinn","COGNITIVE PROCESSES AND EMOTION REGULATION IN DEPRESSION","Depression and Anxiety",FALSE
"10.1007/s10826-013-9742-1","https://openalex.org/W2045867192",2014,"Jennifer M. Park; Brent J. Small; Daniel A. Geller; Tanya K. Murphy; Adam B. Lewin; Eric A. Storch","Does d-Cycloserine Augmentation of CBT Improve Therapeutic Homework Compliance for Pediatric Obsessive–Compulsive Disorder?","Journal of Child and Family Studies",NA
"10.1002/da.23167","https://openalex.org/W3161572623",2021,"Christina D. Dutcher; Sheila M. Dowd; Alyson K. Zalta; Daniel J. Taylor; David Rosenfield; Alexander Perrone; Michael W. Otto; Mark H. Pollack; Stefan G. Hofmann; Jasper A. J. Smits","Sleep quality and outcome of exposure therapy in adults with social anxiety disorder","Depression and Anxiety",NA
"10.1016/j.cbpra.2012.05.004","https://openalex.org/W2084535993",2012,"Alicia E. Meuret; Michael P. Twohig; David Rosenfield; Steven C. Hayes; Michelle G. Craske","Brief Acceptance and Commitment Therapy and Exposure for Panic Disorder: A Pilot Study","Cognitive and Behavioral Practice",FALSE
"10.1016/j.biopsych.2012.02.033","https://openalex.org/W2089801341",2012,"Rianne A. de Kleine; Gert-Jan Hendriks; Wendy J.C. Kusters; T. G. Broekman; Agnes van Minnen","A Randomized Placebo-Controlled Trial of d-Cycloserine to Enhance Exposure Therapy for Posttraumatic Stress Disorder","Biological Psychiatry",FALSE
"10.1016/j.jbtep.2011.10.010","https://openalex.org/W2050064506",2012,"Katharina Kircanski; Arezou Mortazavi; Natalie Castriotta; Aaron Baker; Jayson L. Mystkowski; Rena Yi; Michelle G. Craske","Challenges to the traditional exposure paradigm: Variability in exposure therapy for contamination fears","Journal of Behavior Therapy and Experimental Psychiatry",FALSE
"10.1111/j.1469-7610.2010.02251.x","https://openalex.org/W1918330770",2010,"Yair Bar-Haim","Research Review: attention bias modification (ABM): a novel treatment for anxiety disorders","Journal of Child Psychology and Psychiatry",FALSE
"10.1111/j.1468-2850.2010.01198.x","https://openalex.org/W1957546264",2010,"Michael Otto; R. Kathryn McHugh; Kathleen M. Kantak","Combined pharmacotherapy and cognitive-behavioral therapy for anxiety disorders: Medication effects, glucocorticoids, and attenuated treatment outcomes.","Clinical Psychology-science and Practice",TRUE
"10.1016/j.jbtep.2019.101546","https://openalex.org/W2996804534",2020,"Nils Kappelmann; Mareike Suesse; Susann Steudte-Schmiedgen; Reinoud Kaldewaij; Michael Browning; Tanja Michael; Mike Rinck; Andrea Reinecke","D-cycloserine as adjunct to brief computerised CBT for spider fear: Effects on fear, behaviour, and cognitive biases","Journal of Behavior Therapy and Experimental Psychiatry",TRUE
"10.1016/j.brat.2020.103607","https://openalex.org/W3010821806",2020,"Andrea Reinecke; Alecia Nickless; Michael Browning; Catherine J. Harmer","Neurocognitive processes in d-cycloserine augmented single-session exposure therapy for anxiety: A randomized placebo-controlled trial","Behaviour Research and Therapy",TRUE
"10.1016/j.janxdis.2009.08.007","https://openalex.org/W2041054991",2010,"Elizabeth C. Mason; Rick Richardson","Looking beyond fear: The extinction of other emotions implicated in anxiety disorders","Journal of Anxiety Disorders",NA
"10.1016/j.janxdis.2009.07.006","https://openalex.org/W2142631051",2009,"Evelyn Behar; Ilyse Dobrow DiMarco; Eric B. Hekler; Jan Mohlman; Alison M. Staples","Current theoretical models of generalized anxiety disorder (GAD): Conceptual review and treatment implications","Journal of Anxiety Disorders",FALSE
"10.1016/j.biopsych.2009.04.017","https://openalex.org/W1988744087",2009,"Christian Grillon","D-Cycloserine Facilitation of Fear Extinction and Exposure-Based Therapy Might Rely on Lower-Level, Automatic Mechanisms","Biological Psychiatry",TRUE
"10.1016/j.janxdis.2008.10.010","https://openalex.org/W2147083393",2009,"Freda McManus; David M. Clark; Nick Grey; Jennifer Wild; Colette R. Hirsch; Melanie J. V. Fennell; Ann Hackmann; Louise Waddington; Sheena Liness; John Manley","A demonstration of the efficacy of two of the components of cognitive therapy for social phobia","Journal of Anxiety Disorders",FALSE
"10.1016/j.psyneuen.2020.104657","https://openalex.org/W3011508605",2020,"Kate R. Kuhlman; Michael Treanor; Gabriella Imbriano; Michelle G. Craske","Endogenous in-session cortisol during exposure therapy predicts symptom improvement: Preliminary results from a scopolamine-augmentation trial","Psychoneuroendocrinology",FALSE
"10.1037/pha0000306","https://openalex.org/W2966380673",2020,"Matthew W. Johnson; Natalie R. Bruner; Patrick S. Johnson; Kenneth Silverman; Meredith S. Berry","Randomized controlled trial of d-cycloserine in cocaine dependence: Effects on contingency management and cue-induced cocaine craving in a naturalistic setting.","Experimental and Clinical Psychopharmacology",TRUE
"10.1016/j.brat.2008.09.005","https://openalex.org/W2117936581",2008,"Emily A. Holmes; John R. Geddes; Francesc Colom; Guy M. Goodwin","Mental imagery as an emotional amplifier: Application to bipolar disorder","Behaviour Research and Therapy",FALSE
"10.2174/2210677411101040286","https://openalex.org/W4233138641",2011,"Beth Brandenburg; Julie Lesser; Kathleen Kara Fitzpatrick","Addressing Low Self-Esteem in Adolescents with Eating Disorders","Adolescent psychiatry",FALSE
"10.1016/j.nlm.2017.03.007","https://openalex.org/W2595451522",2017,"James W. B. Elsey; Merel Kindt","Tackling maladaptive memories through reconsolidation: From neural to clinical science","Neurobiology of Learning and Memory",FALSE
"10.1016/j.biopsycho.2012.01.007","https://openalex.org/W2139171499",2012,"Marieke G.N. Bos; Tom Beckers; Merel Kindt","The effects of noradrenergic blockade on extinction in humans","Biological Psychology",FALSE
"10.1891/0889-8391.9.3.153","https://openalex.org/W1661696755",1995,"David A. Clark","Perceived Limitations of Standard Cognitive Therapy: A Consideration of Efforts to Revise Beck’s Theory and Therapy","Journal of Cognitive Psychotherapy",FALSE
"10.1098/rstb.2017.0025","https://openalex.org/W2785245623",2018,"Michelle G. Craske; Dirk Hermans; Bram Vervliet","State-of-the-art and future directions for extinction as a translational model for fear and anxiety","Philosophical Transactions of the Royal Society B",TRUE
"10.1016/s2215-0366(17)30513-8","https://openalex.org/W2789137369",2018,"Emily A. Holmes; Ata Ghaderi; Catherine J. Harmer; Paul Ramchandani; Pim Cuijpers; Anthony P. Morrison; Jonathan P. Roiser; Claudi L H Bockting; Rory C. O'Connor; Roz Shafran; Michelle L. Moulds; Michelle G. Craske","The Lancet Psychiatry Commission on psychological treatments research in tomorrow's science","The Lancet Psychiatry",FALSE
"10.1038/mp.2017.23","https://openalex.org/W2603729611",2018,"Lalitha Iyadurai; Simon E. Blackwell; Richard Meiser-Stedman; Peter Watson; Michael B. Bonsall; John R. Geddes; Anna C. Nobre; Emily A. Holmes","Preventing intrusive memories after trauma via a brief intervention involving Tetris computer game play in the emergency department: a proof-of-concept randomized controlled trial","Molecular Psychiatry",TRUE
"10.1016/j.ejpain.2010.05.001","https://openalex.org/W1996727295",2010,"Rikard K. Wicksell; Gunnar L. Olsson; Steven C. Hayes","Psychological flexibility as a mediator of improvement in Acceptance and Commitment Therapy for patients with chronic pain following whiplash","European Journal of Pain",FALSE
"10.1080/16506073.2015.1012740","https://openalex.org/W1987008872",2015,"Mark B. Powers; Johnna L. Medina; Stephanie Burns; Brooke Y. Kauffman; Marie H. Monfils; Gordon J.G. Asmundson; Allison Diamond; Christa K. McIntyre; Jasper A. J. Smits","Exercise Augmentation of Exposure Therapy for PTSD: Rationale and Pilot Efficacy Data","Cognitive Behaviour Therapy",TRUE
"10.1146/annurev-clinpsy-050212-185542","https://openalex.org/W2120207805",2013,"Bram Vervliet; Michelle G. Craske; Dirk Hermans","Fear Extinction and Relapse: State of the Art","Annual Review of Clinical Psychology",FALSE
"10.1016/j.brat.2007.10.003","https://openalex.org/W2030735818",2008,"Michelle G. Craske; Katharina Kircanski; Moriel Zelikowsky; Jayson L. Mystkowski; Najwa Chowdhury; Aaron Baker","Optimizing inhibitory learning during exposure therapy","Behaviour Research and Therapy",FALSE
"10.1016/j.biopsych.2006.03.084","https://openalex.org/W2162692973",2006,"Michael Davis; Kerry J. Ressler; Barbara O. Rothbaum; Rick Richardson","Effects of D-Cycloserine on Extinction: Translation From Preclinical to Clinical Work","Biological Psychiatry",FALSE
"10.1016/j.beth.2005.04.001","https://openalex.org/W2040413277",2006,"Jayson L. Mystkowski; Michelle G. Craske; Aileen M. Echiverri; Jennifer S. Labus","Mental Reinstatement of Context and Return of Fear in Spider-Fearful Participants","Behavior Therapy",FALSE
"10.3389/fnbeh.2014.00412","https://openalex.org/W2129971537",2014,"Marieke G.N. Bos; Tom Beckers; Merel Kindt","Noradrenergic Blockade of Memory Reconsolidation: A Failure to Reduce Conditioned Fear Responding","Frontiers in Behavioral Neuroscience",TRUE
"10.3389/fnbeh.2015.00270","https://openalex.org/W1906975548",2015,"Jürgen Margraf; Friederike Preusser; Silvia Schneider; Jürgen Margraf","Increased perceived self-efficacy facilitates the extinction of fear in healthy participants","Frontiers in Behavioral Neuroscience",TRUE
"10.1016/j.actpsy.2007.07.001","https://openalex.org/W1992004931",2008,"Bram Vervliet","Learning and memory in conditioned fear extinction: Effects of d-cycloserine","Acta Psychologica",FALSE
"10.1038/s41398-022-02020-x","https://openalex.org/W4283373639",2022,"Anna I Filmer; Jacqueline Peters; Lara A Bridge; Renée M. Visser; Merel Kindt","Over the Edge: Extending the duration of a reconsolidation intervention for spider fear","Translational Psychiatry",TRUE
"10.1038/s41398-020-0857-z","https://openalex.org/W3033159002",2020,"James W. B. Elsey; Anna I. Filmer; Harriet R. Galvin; Jennifer D. Kurath; Linos Vossoughi; Linnea S. Thomander; Melissa Zavodnik; Merel Kindt","Reconsolidation-based treatment for fear of public speaking: a systematic pilot study using propranolol","Translational Psychiatry",TRUE
"10.1016/j.brat.2022.104155","https://openalex.org/W4283797803",2022,"Steven C. Hayes; Joseph Ciarrochi; Stefan G. Hofmann; Fredrick Chin; Baljinder Sahdra","Evolving an idionomic approach to processes of change: Towards a unified personalized science of human improvement","Behaviour Research and Therapy",FALSE
"10.1016/j.jcbs.2022.02.001","https://openalex.org/W4211035740",2022,"Joseph Ciarrochi; Baljinder Sahdra; Stefan G. Hofmann; Steven C. Hayes","Developing an item pool to assess processes of change in psychological interventions: The Process-Based Assessment Tool (PBAT)","Journal of contextual behavioral science",FALSE
"10.1016/j.bpsc.2021.12.008","https://openalex.org/W4225598845",2021,"Benjamin M Rosenberg; Vincent Taschereau-Dumouchel; Hakwan Lau; Katherine S Young; Robin Nusslock; Richard E Zinbarg; Michelle G Craske","A multivoxel pattern analysis of anhedonia during fear extinction – implications for safety learning","Biological Psychiatry: Cognitive Neuroscience and Neuroimaging",FALSE
"10.1016/j.brat.2017.04.004","https://openalex.org/W2590307765",2017,"Inna Arnaudova; Merel Kindt; Michael S. Fanselow; Tom Beckers","Pathways towards the proliferation of avoidance in anxiety and implications for treatment","Behaviour Research and Therapy",NA
"10.1016/j.brat.2022.104069","https://openalex.org/W4220925938",2022,"M.G. Craske; M. Treanor; Tomislav D. Zbozinek; B. Vervliet","Optimizing exposure therapy with an inhibitory retrieval approach and the OptEx Nexus","Behaviour Research and Therapy",NA
"10.1016/j.jbct.2021.12.004","https://openalex.org/W4206042137",2022,"Jennifer L. Buchholz; Shannon M. Blakey; Samantha N. Hellberg; Maya Massing-Schaffer; Lillian Reuman; Heidi Ojalehto; Joe Friedman; Jonathan S. Abramowitz","Expectancy violation during exposure therapy: A pilot randomized controlled trial","Journal of behavioral and cognitive therapy",TRUE
"10.1016/j.brat.2021.103827","https://openalex.org/W3130400909",2021,"Anastasia L. McGlade; Michelle G. Craske","Optimizing exposure: Between-session mental rehearsal as an augmentation strategy","Behaviour Research and Therapy",FALSE
"10.1136/ebmental-2020-300219","https://openalex.org/W3124938883",2021,"Winfried Rief","Moving from tradition-based to competence-based psychotherapy","Evidence-based Mental Health",TRUE
"10.1002/ejp.1604","https://openalex.org/W3034225839",2020,"Jenny Riecke; Winfried Rief; Johan W.S. Vlaeyen; Julia Anna Glombiewski","Generalizability of harm and pain expectations after exposure in chronic low back pain patients","European Journal of Pain",TRUE
"10.1016/j.biopsych.2019.04.010","https://openalex.org/W2937966814",2019,"Erdem Pulcu; Lorika Shkreli; Carolina Guzman Holst; Marcella L. Woud; Michelle G. Craske; Michael Browning; Andrea Reinecke","The Effects of the Angiotensin II Receptor Antagonist Losartan on Appetitive Versus Aversive Learning: A Randomized Controlled Trial","Biological Psychiatry",TRUE
"10.1016/j.cbpra.2018.05.001","https://openalex.org/W2807670559",2019,"Elizabeth H. Marks; Rosemary S. Walker; Heidi J. Ojalehto; Michele Bedard-Gilligan; Lori A. Zoellner","Affect Labeling to Facilitate Inhibitory Learning: Clinical Considerations","Cognitive and Behavioral Practice",FALSE
"10.1016/j.psyneuen.2018.09.015","https://openalex.org/W2892133108",2019,"Friederike Raeder; Christian J. Merz; Martin Tegenthoff; Oliver T. Wolf; Jürgen Margraf","Post-exposure cortisol administration does not augment the success of exposure therapy: A randomized placebo-controlled study","Psychoneuroendocrinology",FALSE
"10.1016/j.bpsc.2018.05.007","https://openalex.org/W2806475455",2018,"Andrea Reinecke; Michael Browning; J. Klein Breteler; Nils Kappelmann; Kerry J. Ressler; Catherine J. Harmer; Michelle G. Craske","Angiotensin Regulation of Amygdala Response to Threat in High-Trait-Anxiety Individuals","Biological Psychiatry: Cognitive Neuroscience and Neuroimaging",FALSE
"10.1016/j.brat.2017.02.004","https://openalex.org/W2591101762",2017,"Armita Golkar; Cathelijn Tjaden; Merel Kindt","Vicarious extinction learning during reconsolidation neutralizes fear memory","Behaviour Research and Therapy",FALSE
"10.1016/j.brat.2014.11.003","https://openalex.org/W1998092963",2015,"Stéphanie Volders; Yannick Boddez; Steven De Peuter; Ann Meulders; Johan W.S. Vlaeyen","Avoidance behavior in chronic pain research: A cold case revisited","Behaviour Research and Therapy",NA
